['whimpers', 0.9994876395436256]
['canopy', 0.933869698810321]
['safely', 0.933869698810321]
['babelsberg', 0.933869698810321]
['thrusting', 0.933869698810321]
['will', 0.933869698810321]
['cutler', 0.933869698810321]
['because', 0.933869698810321]
['sequence', 0.933869698810321]
['searching', 0.933869698810321]
['throne', 0.933869698810321]
['surge', 0.933869698810321]
['meaningless', 0.933869698810321]
['kant', 0.933869698810321]
['plunder', 0.9338166784274531]
['harmony', 0.933664579388875]
['remedies', 0.9336158312076199]
['pretexts', 0.9336158312076199]
['republicains', 0.9336158312076199]
['comical', 0.9336158312076199]
['damn', 0.9334334164631187]
['alluding', 0.9331491018535205]
['veenah', 0.9330080076402149]
['newly', 0.9329755776135542]
['gracefulness', 0.9328215648758641]
['sand', 0.9328153227631137]
['aegis', 0.9327310211331268]
['staggering', 0.9326635072225358]
['wavings', 0.93264149899454]
['spend', 0.932513761432146]
['constantly', 0.9324782109617545]
['zigzag', 0.9324544265720993]
['temporarily', 0.9323975936495547]
['disparaging', 0.9323513106870984]
['gestures', 0.9323497203896476]
['guards', 0.9321087442371553]
['finer', 0.9320983469638525]
['hopping', 0.9320143533380559]
['occasioned', 0.9319428844722889]
['hurrahs', 0.9319064174456746]
['busied', 0.9318209852647353]
['prostrated', 0.9318209852647353]
['sigh', 0.9318209852647353]
['wronged', 0.9318209852647353]
['beauteous', 0.9318209852647353]
['prescience', 0.9316840122179598]
['builders', 0.9315615522306222]
['osiris', 0.9315472774821006]
['teas', 0.9314816744623112]
['slight', 0.9313822392340438]
['soups', 0.9313822392340438]
['restless', 0.9313510235205271]
['distribute', 0.9313510235205271]
['while', 0.9313510235205271]
['hindoos', 0.931206551833736]
['zipped', 0.931201328967379]
['seein', 0.9311676415296923]
['bits', 0.9311676415296923]
['volition', 0.9310810562634393]
['benefits', 0.9308849875847801]
['weaken', 0.9308010180786185]
['summit', 0.9307614627800369]
['against', 0.9307614627800369]
['depression', 0.9307614627800369]
['reverential', 0.9307010509203805]
['bignonia', 0.930635625706785]
['masse_', 0.930635625706785]
['remorselessly', 0.9305241479102201]
['transmitted', 0.9304959795393901]
['approximately', 0.9304372836963156]
['xii', 0.9303591151404937]
['tyranny', 0.9302636276928171]
['obscured', 0.9302636276928171]
['settle', 0.9302636276928171]
['tormentors', 0.9302636276928171]
['definite', 0.9302636276928171]
['mexican', 0.9302636276928171]
['pigeon', 0.9302636276928171]
['countries', 0.9302636276928171]
['momentous', 0.9302636276928171]
['posted', 0.9302636276928171]
['configuration', 0.9302636276928171]
['terms', 0.9302636276928171]
['coral', 0.9302636276928171]
['prepares', 0.9302636276928171]
['spaniard', 0.9302636276928171]
['consummate', 0.9302636276928171]
['undigested', 0.9302636276928171]
['insensate', 0.9302636276928171]
['circles', 0.9302636276928171]
['moistened', 0.9302636276928171]
['chronicle', 0.9302636276928171]
['stalwart', 0.9302636276928171]
['cleaner', 0.9302636276928171]
['drummed', 0.930238703810603]
['chercher', 0.9302267324514399]
['watertown', 0.9301877956937125]
['animadvert', 0.930102559497175]
['woodwork', 0.9299933772566635]
['bull', 0.9299933772566635]
['exhibitions', 0.9298377272521086]
['message', 0.929794283128598]
['pail', 0.9297503160117743]
['hates', 0.9297503160117743]
['inflamed', 0.9297503160117743]
['_think_', 0.9296649077594739]
['example', 0.9296176987230683]
['alertly', 0.9296113559631192]
['blackstone', 0.9295731051920619]
['astonished', 0.9295145444910016]
['lawn', 0.9294533657525758]
['jibe', 0.9293736147039762]
['exploration', 0.9293370180987636]
['tutelar', 0.9293032810851474]
['certaldo', 0.9293032810851474]
['21', 0.9293032810851474]
['shanghaied', 0.9292729095078881]
['colored', 0.9291975243744031]
['caves', 0.9291329858070149]
['craven', 0.9289336892193497]
['prosecutor', 0.9288024246291836]
['tropics', 0.9288024246291836]
['tearing', 0.928759738894807]
['difficult', 0.9287509034470448]
['plaintiff', 0.9287398027365231]
['enrolled', 0.9286719616167183]
['beset', 0.9286719616167183]
['largest', 0.9284993639538427]
['shrilly', 0.9284047734519502]
['scrofula', 0.9283035601373232]
['breeding', 0.9283035601373232]
['disengaged', 0.9283035601373232]
['ministrants', 0.9283035601373232]
['berth', 0.9283035601373232]
['illumines', 0.928254081157914]
['gleaned', 0.9281530012066824]
['loth', 0.9281392095503883]
['butting', 0.9281261143702991]
['bay', 0.9279457338584575]
['everlastingly', 0.9279165510137973]
['altesse', 0.9279165510137973]
['bord', 0.9279165510137973]
['breaks', 0.9279165510137973]
['fallen', 0.9279165510137973]
['hymnal', 0.9279165510137973]
['guns', 0.9279165510137973]
['orifice', 0.9279165510137973]
['perpetually', 0.9279165510137973]
['slip', 0.9279165510137973]
['helpless', 0.9279165510137973]
['intermittently', 0.9279165510137973]
['_some', 0.9279165510137973]
['mistiness', 0.9279165510137973]
['ruined', 0.9279165510137973]
['carols', 0.9279165510137973]
['hindu', 0.9279165510137973]
['hitched', 0.9279165510137973]
['inquiringly', 0.9279165510137973]
['difficulty', 0.9279165510137973]
['sinn', 0.9279165510137973]
['withers', 0.9279165510137972]
['come', 0.9278646270859134]
['brazil', 0.9276494087704369]
['disapproving', 0.9275573927401969]
['dumpish', 0.9275229467179935]
['despite', 0.9275229467179935]
['store', 0.9275229467179935]
['box_', 0.9275229467179935]
['dismantled', 0.9275229467179935]
['parthie', 0.9275229467179935]
['darcandarca', 0.9275229467179935]
['frank', 0.9275229467179935]
['refinements', 0.9275229467179935]
['should', 0.9275229467179935]
['asiatic', 0.9275229467179935]
['eleusinian', 0.9275229467179935]
['frankincense', 0.9275229467179935]
['amended', 0.9275229467179935]
['confession', 0.9275229467179935]
['fastnesses', 0.9274695545169404]
['_xxi_', 0.9274695545169404]
['telephone', 0.9274522453375611]
['scoffer', 0.9274445363993825]
['_cat', 0.9274276750371853]
['despairing', 0.9273519166816542]
['wilkins', 0.9273428556211666]
['adorned', 0.9272905760514746]
['yea', 0.9271749530705202]
['marconi', 0.9271749530705202]
['campin', 0.9271436243118021]
['hoisted', 0.9271436243118021]
['taming', 0.9271436243118021]
['stall', 0.9271436243118021]
['peninsula', 0.9271370106500987]
['fireballs', 0.9271367691853918]
['disillusioning', 0.9271367691853918]
['governess', 0.9271367691853918]
['woe', 0.9271367691853918]
['torment', 0.9271367691853918]
['feared', 0.9271367691853918]
['adroitly', 0.9271367691853918]
['blowing', 0.9271367691853918]
['scuttled', 0.9271367691853918]
['whim', 0.9271367691853918]
['wraith', 0.9271367691853918]
['analyzed', 0.9271367691853918]
['gosh', 0.9271009162500358]
['tellers', 0.9270823779382207]
['reformation', 0.9270823779382207]
['subsist', 0.9270823779382207]
['ew', 0.9270823779382207]
['ribs', 0.9270823779382207]
['frames', 0.9270823779382207]
['notions', 0.9270810102179446]
['looting', 0.9270810102179446]
['breastplate', 0.9270810102179446]
['otaheitan', 0.9269548707924196]
['satiric', 0.9269259554073417]
['irrational', 0.9269042460269374]
['baldface', 0.9268965687319373]
['moonbeams', 0.9268778203142727]
['preached', 0.9268669647211674]
['british', 0.9268458613551296]
['food', 0.9268172738284594]
['benzene', 0.9268172738284594]
['disk', 0.9268172738284594]
['morally', 0.9268056466549054]
['discernment', 0.9268056466549054]
['phrase', 0.9268056466549054]
['brimmed', 0.9268056466549054]
['ruskin', 0.9268056466549054]
['darker', 0.9268056466549054]
['tries', 0.9268056466549054]
['relishing', 0.9268056466549054]
['accosted', 0.9267559580358095]
['shoes', 0.9267318099361329]
['thor', 0.9267126584014291]
['panels', 0.926604228460778]
['transient', 0.9265485842110976]
['thanks', 0.9265363693062626]
['hearted', 0.9265363693062626]
['deal', 0.9265363693062626]
['conclaves', 0.9265363693062626]
['moses', 0.9265363693062626]
['testified', 0.9265363693062626]
['ebb', 0.9265363693062626]
['sighed', 0.9264015600165693]
['canon', 0.9264015600165693]
['contest', 0.9264015600165693]
['dutchman', 0.926349903275959]
['genus', 0.9263392156820324]
['comprehensive', 0.9262244978806496]
['component', 0.9259793791558869]
['christine', 0.925976212409921]
['convictions', 0.925976212409921]
['normans', 0.9258961722729551]
['assailed', 0.9258753593116843]
['blending', 0.9258285312122566]
['blest', 0.9257815357466581]
['intellects', 0.9257773240901213]
['ordering', 0.9257511147333148]
['unreasonable', 0.9256702727338324]
['tumbling', 0.9254715546523828]
['glides', 0.9254715546523828]
['quest', 0.9254715546523828]
['jingle', 0.925450827204604]
['blades', 0.9254007998211203]
['radiated', 0.9254007998211203]
['abstracted', 0.9254007998211203]
['sullenness', 0.9254007998211203]
['flop', 0.9254007998211203]
['easternmost', 0.9254007998211203]
['hilarity', 0.9254007998211203]
['xxxi', 0.9254007998211203]
['untidy', 0.9254007998211203]
['sunday_', 0.9254007998211203]
['drizzly', 0.9254007998211203]
['miscarry', 0.9254007998211203]
['accession', 0.9254007998211203]
['reported', 0.9254007998211203]
['weaker', 0.9254007998211203]
['encamping', 0.9254007998211203]
['remissness', 0.9254007998211203]
['graveled', 0.9254007998211203]
['impartially', 0.9251862238113528]
['trifling', 0.9251801475718147]
['topmost', 0.9250848663219523]
['uncertainly', 0.9250681469305522]
['custodian', 0.9250330313535499]
['felicitations', 0.9250210146088613]
['hudson', 0.924924442133376]
['duvall', 0.9248606439560646]
['aumale', 0.924813088650724]
['staid', 0.9246941455806885]
['elastic', 0.9246941455806885]
['rossetti', 0.9246004121242728]
['appalled', 0.9245625583710269]
['controversies', 0.9244898689727702]
['wasting', 0.9244898689727702]
['_petrel', 0.9244898689727702]
['somethin', 0.9244898689727702]
['furiously', 0.9244898689727702]
['uprising', 0.9244898689727702]
['cockroaches', 0.9244898689727702]
['gloire', 0.9244898689727702]
['loaves', 0.9244898689727702]
['reels', 0.9244898689727702]
['cell', 0.9244898689727702]
['bonapartists', 0.9244898689727702]
['agility', 0.924443176363265]
['jersey', 0.9243774511821623]
['passenger', 0.9243581504796614]
['denial', 0.9243581504796614]
['falters', 0.9243581504796614]
['elder', 0.9243581504796614]
['felicity', 0.9243581504796614]
['salesmen', 0.9243581504796614]
['disagreeable', 0.9243581504796614]
['million', 0.9243581504796614]
['buying', 0.9243581504796614]
['clutched', 0.9243581504796614]
['secure', 0.9243581504796614]
['veiled', 0.9243581504796614]
['elaborately', 0.9243581504796614]
['coax', 0.9243581504796614]
['platinum', 0.9243581504796614]
['mm', 0.9243581504796614]
['subdued', 0.9243581504796614]
['soaked', 0.9243581504796614]
['damages', 0.9243581504796614]
['rises', 0.9243581504796614]
['story_', 0.9243581504796614]
['yukon', 0.9243581504796614]
['10004', 0.9243581504796614]
['shield', 0.9243581504796614]
['umber', 0.9243581504796614]
['prifate', 0.9243581504796614]
['discourse', 0.9243581504796614]
['bodes', 0.9243581504796614]
['cooed', 0.9243581504796614]
['phosphoric', 0.9243581504796614]
['joinville', 0.9243581504796614]
['eventually', 0.9243581504796614]
['observed', 0.9243581504796614]
['petites', 0.9243581504796614]
['trained', 0.9243581504796614]
['scotland', 0.9243581504796614]
['approved', 0.9243581504796614]
['dictation', 0.9243581504796614]
['brook', 0.9243581504796614]
['silly', 0.9243581504796614]
['wheeze', 0.9243581504796614]
['publisher', 0.9243581504796614]
['dreaming', 0.9243581504796614]
['luxuriant', 0.9243581504796614]
['depot', 0.9243581504796614]
['wreathing', 0.9243581504796614]
['blazes', 0.9243581504796614]
['saddle', 0.9242923767283657]
['reflective', 0.9241995170701282]
['matured', 0.9241399045471261]
['flight', 0.9240839249800981]
['feces', 0.9239702534691097]
['refusest', 0.9239465397477301]
['gagged', 0.9238816787472847]
['dropping', 0.9238248905022518]
['legation', 0.923765937485918]
['imaginary', 0.9236975934288911]
['realize', 0.9235167457448662]
['scanning', 0.923408115637406]
['searchers', 0.9233459199943427]
['meritorious', 0.9233325113861298]
['weapon', 0.923289428714364]
['evangelist', 0.9231999277845044]
['planets', 0.9231698292861099]
['speculation', 0.9231698292861099]
['evolved', 0.9231649544026324]
['ascending', 0.9231396483467253]
['monitor', 0.9231301349455645]
['pseudo', 0.9230276498326023]
['mirage', 0.9230276498326023]
['districts', 0.9230144873317041]
['distraction', 0.9229758901213005]
['freshet', 0.9229645221039007]
['arter', 0.9229339646838361]
['roared', 0.9227885253820481]
['hailed', 0.9227215719929266]
['diving', 0.9227022756691861]
['troubetskoi', 0.9227022756691861]
['_farther', 0.9227022756691861]
['alchemist', 0.9227022756691861]
['agon', 0.9227022756691861]
['lunch', 0.9227022756691861]
['thicket', 0.9227022756691861]
['detail', 0.9227022756691861]
['terrestrial', 0.9227022756691861]
['satisfaction', 0.9227022756691861]
['mechanic', 0.9227022756691861]
['in', 0.9227022756691861]
['mistaking', 0.9227022756691861]
['excites', 0.9227022756691861]
['ll', 0.9227022756691861]
['random', 0.9227022756691861]
['welling', 0.9227022756691861]
['preaches', 0.9227022756691861]
['elected', 0.9227022756691861]
['ein', 0.9227022756691861]
['step', 0.9227022756691861]
['tournees', 0.9227022756691861]
['representing', 0.9227022756691861]
['jibed', 0.9227022756691861]
['barbaree', 0.9227022756691861]
['artist', 0.9227022756691861]
['aerial', 0.9227022756691861]
['complete', 0.9227022756691861]
['pour', 0.9227022756691861]
['neighbour', 0.9227022756691861]
['nondescript', 0.9227022756691861]
['trove', 0.9227022756691861]
['unselfishness', 0.9227022756691861]
['bosoms', 0.9227022756691861]
['unsubstantiality', 0.9227022756691861]
['cleopatra', 0.9227022756691861]
['tax', 0.9227022756691861]
['dining', 0.9226597409601012]
['shrug', 0.9225792012757922]
['greatly', 0.9225572734159724]
['debrouillard', 0.9225469089797131]
['consists', 0.9225377318569847]
['scream', 0.9225349406734714]
['palm', 0.9225349406734714]
['stand', 0.9225349406734714]
['namely', 0.9225349406734714]
['principality', 0.9224925899448781]
['wolverine', 0.9223918287525729]
['melt', 0.9223431732259342]
['reassurance', 0.9222862139674168]
['hotel', 0.9222862139674168]
['antagonistic', 0.9222163962435062]
['tail', 0.922183397670406]
['enthroned', 0.9218290635151365]
['foamlike', 0.9218184831100351]
['languish', 0.9216431612863842]
['divorce', 0.9216359296207549]
['terrace', 0.9216349611914658]
['crag', 0.9216349611914658]
['rags', 0.9216120868987209]
['darkly', 0.9216038228129774]
['bondage', 0.9215953413940581]
['diversified', 0.9215568118380596]
['bowl', 0.9215517685173963]
['pleine', 0.9215517685173963]
['archbishops', 0.9215128680168274]
['convenient', 0.9214747729501607]
['droite', 0.9214747729501607]
['incongruous', 0.921399477138297]
['broiled', 0.9213662975545907]
['crouch', 0.9213662975545907]
['gradation', 0.9213662975545907]
['nicely', 0.9213662975545907]
['boarded', 0.9213662975545907]
['xvi', 0.9213662975545907]
['himalayas', 0.9213662975545907]
['sparta', 0.9213662975545907]
['incense', 0.9213662975545907]
['dave', 0.9213662975545907]
['spin', 0.9213662975545907]
['employ', 0.9213662975545907]
['remand', 0.9213662975545907]
['visitations', 0.9213662975545907]
['benignity', 0.9213662975545907]
['siesta', 0.9213662975545907]
['palazzo', 0.9213662975545907]
['clustered', 0.9213662975545907]
['gangplank', 0.9213662975545907]
['perchance', 0.9213662975545907]
['anomalous', 0.9213662975545907]
['beings', 0.9213662975545907]
['tame', 0.9213662975545907]
['waistcoat', 0.9213662975545907]
['roll', 0.9213662975545907]
['chair', 0.9213662975545907]
['crater', 0.9213662975545907]
['crated', 0.9213662975545907]
['stays', 0.9213662975545907]
['exact', 0.9213662975545907]
['trails', 0.9213662975545907]
['celebrated', 0.9213662975545907]
['queue', 0.9213662975545907]
