['canace', 0.9992241614889734]
['libyan', 0.9009829197274299]
['mortified', 0.9009829197274299]
['brindle', 0.9009829197274299]
['humming', 0.9009829197274299]
['godhead', 0.9009829197274299]
['union', 0.9009829197274299]
['doubts', 0.9009829197274299]
['zoroaster', 0.9009829197274299]
['split', 0.9009829197274299]
['frenchmen', 0.9009829197274299]
['pullin', 0.9009829197274299]
['academic', 0.9009829197274299]
['stillness', 0.9009829197274299]
['bellow', 0.9009829197274299]
['aiguillettes', 0.9009829197274299]
['lasteyrie', 0.9009829197274299]
['hab', 0.9009829197274299]
['beaury', 0.9009829197274299]
['unblinkingly', 0.9009829197274299]
['municipal', 0.9009829197274299]
['elders', 0.9009829197274299]
['indicative', 0.9009829197274299]
['stealthily', 0.9009829197274299]
['bottom', 0.9009829197274299]
['benches', 0.9009829197274299]
['suffice', 0.9009829197274299]
['grasping', 0.9009829197274299]
['greatness', 0.9009829197274299]
['layin', 0.9009829197274299]
['leviathans', 0.9009829197274299]
['modern_', 0.9009829197274299]
['explosions', 0.9009829197274299]
['gown', 0.9009829197274299]
['timbered', 0.9009829197274299]
['jerk', 0.9009829197274299]
['metamorphoses', 0.9009829197274299]
['gloomy', 0.9009829197274299]
['lengthened', 0.9009829197274299]
['wayward', 0.9009829197274299]
['byblis', 0.9009829197274299]
['boost', 0.9009829197274299]
['palpitant', 0.9009829197274299]
['honour', 0.9009829197274299]
['disintegrative', 0.9009829197274299]
['address', 0.9009829197274299]
['influx', 0.9009829197274299]
['assimilation', 0.9009829197274299]
['originally', 0.9009829197274299]
['vainly', 0.9009829197274299]
['mangy', 0.9009829197274299]
['conscious', 0.9009829197274299]
['wolves', 0.9009829197274299]
['pulled', 0.9009829197274299]
['years', 0.9009829197274299]
['jib', 0.9009829197274299]
['infirmities', 0.9009829197274299]
['troubles', 0.9009829197274299]
['jiu', 0.9009829197274299]
['dead_', 0.9009829197274299]
['inconsequence', 0.9009829197274299]
['overpowering', 0.9009829197274299]
['sorted', 0.9009829197274299]
['hickory', 0.9009829197274299]
['dido', 0.9009829197274299]
['didn', 0.9009829197274299]
['fisherman', 0.9009829197274299]
['quartet', 0.9009829197274299]
['receipt', 0.9009829197274299]
['remembrance', 0.9009829197274299]
['troll', 0.9009829197274299]
['disintegrated', 0.9009829197274299]
['complicated', 0.9009829197274299]
['aboard', 0.9009829197274299]
['draggin', 0.9009829197274299]
['neglect', 0.9009829197274299]
['affords', 0.9009829197274299]
['retrogressive', 0.9009829197274299]
['locations', 0.9009829197274299]
['dranfield', 0.9009829197274299]
['printer', 0.9009829197274299]
['squalor', 0.9009829197274299]
['creditable', 0.9009829197274299]
['elam', 0.9009829197274299]
['lefanu', 0.9009829197274299]
['transact', 0.9009829197274299]
['recurret', 0.9009829197274299]
['recurred', 0.9009829197274299]
['vision', 0.9009829197274299]
['impressions', 0.9009829197274299]
['hastened', 0.9009829197274299]
['frogology', 0.9009829197274299]
['satiety', 0.9009829197274299]
['recitations', 0.9009829197274299]
['baden', 0.9009829197274299]
['unerring', 0.9009829197274299]
['preference', 0.9009829197274299]
['superiority', 0.9009829197274299]
['divine', 0.9009829197274299]
['restoring', 0.9009829197274299]
['windfalls', 0.9009829197274299]
['antidote', 0.9009829197274299]
['ineffable', 0.9009829197274299]
['pivot', 0.9009829197274299]
['sealed', 0.9009829197274299]
['pull', 0.9009829197274299]
['displays', 0.9009829197274299]
['full', 0.9009829197274299]
['corrected', 0.9009829197274299]
['tested', 0.9009829197274299]
['scramble', 0.9009829197274299]
['respective', 0.9009829197274299]
['ambassadresses', 0.9009829197274299]
['cosily', 0.9009829197274299]
['hugo', 0.9009829197274299]
['schoolhouse', 0.9009829197274299]
['hounds', 0.9009829197274299]
['isaac', 0.9009829197274299]
['weeds', 0.9009829197274299]
['idols', 0.9009829197274299]
['coursed', 0.9009829197274299]
['piping', 0.9009829197274299]
['abnormally', 0.9009829197274299]
['purport', 0.9009829197274299]
['odors', 0.9009829197274299]
['deviations', 0.9009829197274299]
['wraps', 0.9009829197274299]
['pleasures', 0.9009829197274299]
['connection', 0.9009829197274299]
['muddily', 0.9009829197274299]
['proprietor', 0.9009829197274299]
['mildness', 0.9009829197274299]
['adaptable', 0.9009829197274299]
['couple', 0.9009829197274299]
['thudded', 0.9009829197274299]
['clustering', 0.9009829197274299]
['redoubled', 0.9009829197274299]
['stillest', 0.9009829197274299]
['squinted', 0.9009829197274299]
['meetings', 0.9009829197274299]
['decorating', 0.9009829197274299]
['waning', 0.9009829197274299]
['advantageously', 0.9009829197274299]
['barristers', 0.9009829197274299]
['musset', 0.9009829197274299]
['desiring', 0.9009829197274299]
['assuring', 0.9009829197274299]
['baby', 0.9009829197274299]
['rods', 0.9009829197274299]
['trouve', 0.9009829197274299]
['glasses', 0.9009829197274299]
['mainland', 0.9009829197274299]
['jurists', 0.9009829197274299]
['erstwhile', 0.9009829197274299]
['festival', 0.9009829197274299]
['_iii_', 0.9009829197274299]
['apporte', 0.9009829197274299]
['trod_', 0.9009829197274299]
['_look', 0.9009829197274299]
['feather', 0.9009829197274299]
['playgrounds', 0.9009829197274299]
['mainmast', 0.9009829197274299]
['off', 0.9009829197274299]
['become', 0.9009829197274299]
['introducteur', 0.9009829197274299]
['gaining', 0.9009829197274299]
['hissing', 0.9009829197274299]
['recognition', 0.9009829197274299]
['shrunk', 0.9009829197274299]
['tosses', 0.9009829197274299]
['_tempora_', 0.9009829197274299]
['didst', 0.9009829197274299]
['searcher', 0.9009829197274299]
['menage', 0.9009829197274299]
['equals', 0.9009829197274299]
['ploughed', 0.9009829197274299]
['obtained', 0.9009829197274299]
['vapors', 0.9009829197274299]
['plot', 0.9009829197274299]
['tryin', 0.9009829197274299]
['allies', 0.9009829197274299]
['recovers', 0.9009829197274299]
['carriere', 0.9009829197274299]
['ancients', 0.9009829197274299]
['sled', 0.9009829197274299]
['thunderheads', 0.9009829197274299]
['john', 0.9009829197274299]
['wastes', 0.9009829197274299]
['communing', 0.9009829197274299]
['etext', 0.9009829197274299]
['contents', 0.9009829197274299]
['subjects', 0.9009829197274299]
['nobody', 0.9009829197274299]
['runs', 0.9009829197274299]
['plumage', 0.9009829197274299]
['spitted', 0.9009829197274299]
['tons', 0.9009829197274299]
['resignation', 0.9009829197274299]
['gratitude', 0.9009829197274299]
['liberties', 0.9009829197274299]
['gulgal', 0.9009829197274299]
['bore', 0.9009829197274299]
['architectural', 0.9009829197274299]
['peep', 0.9009829197274299]
['rendering', 0.9009829197274299]
['maximum', 0.9009829197274299]
['frederick', 0.9009829197274299]
['accolade', 0.9009829197274299]
['drunkards', 0.9009829197274299]
['agony_', 0.9009829197274299]
['pillow', 0.9009829197274299]
['alchemy_', 0.9009829197274299]
['economy', 0.9009829197274299]
['searchest', 0.9009829197274299]
['brain', 0.9009829197274299]
['atonement', 0.9009829197274299]
['nod', 0.9009829197274299]
['extrication', 0.9009829197274299]
['cumbrously', 0.9009829197274299]
['transition', 0.9009829197274299]
['altitude', 0.9009829197274299]
['libidinous', 0.9009829197274299]
['resulted', 0.9009829197274299]
['apples', 0.9009829197274299]
['extinguish', 0.9009829197274299]
['mendicant', 0.9009829197274299]
['discovered', 0.9009829197274299]
['pumpkin', 0.9009829197274299]
['underlays', 0.9009829197274299]
['altercation', 0.9009829197274299]
['import', 0.9009829197274299]
['foreboding', 0.9009829197274299]
['dictator', 0.9009829197274299]
['_create_', 0.9009829197274299]
['fours', 0.9009829197274299]
['hardiest', 0.9009829197274299]
['decapitation', 0.9009829197274299]
['waterway', 0.9009829197274299]
['inquire', 0.9009829197274299]
['foam', 0.9009829197274299]
['disputing', 0.9009829197274299]
['annually', 0.9009829197274299]
['mommsen', 0.9009829197274299]
['stars', 0.9009829197274299]
['aflush', 0.9009829197274299]
['austerlitz', 0.9009829197274299]
['chuckle', 0.9009829197274299]
['learned', 0.9009829197274299]
['earthscape', 0.9009829197274299]
['advertising', 0.9009829197274299]
['inspires', 0.9009829197274299]
['almost', 0.9009829197274299]
['bash', 0.9009829197274299]
['musingly', 0.9009829197274299]
['unlucky', 0.9009829197274299]
['merceries', 0.9009829197274299]
['electives', 0.9009829197274299]
['heave', 0.9009829197274299]
['close', 0.9009829197274299]
['accidently', 0.9009829197274299]
['smacked', 0.9009829197274299]
['spouting', 0.9009829197274299]
['institut', 0.9009829197274299]
['betakes', 0.9009829197274299]
['friendly', 0.9009829197274299]
['notwithstanding', 0.9009829197274299]
['salvation', 0.9009829197274299]
['huissier', 0.9009829197274299]
['manage', 0.9009829197274299]
['clara', 0.9009829197274299]
['voyons', 0.9009829197274299]
['scoop', 0.9009829197274299]
['dancin', 0.9009829197274299]
['articulation', 0.9009829197274299]
['prevailing', 0.9009829197274299]
['pursuits', 0.9009829197274299]
['transitions', 0.9009829197274299]
['resumed', 0.9009829197274299]
['_theory', 0.9009829197274299]
['enforced', 0.9009829197274299]
['horrors', 0.9009829197274299]
['julias', 0.9009829197274299]
['metaphysics', 0.9009829197274299]
['battled', 0.9009829197274299]
['brighten', 0.9009829197274299]
['achieve', 0.9009829197274299]
['officials', 0.9009829197274299]
['nightmare', 0.9009829197274299]
['unshaven', 0.9009829197274299]
['limits', 0.9009829197274299]
['aisne', 0.9009829197274299]
['bazaars', 0.9009829197274299]
['skiving', 0.9009829197274299]
['indignation', 0.9009829197274299]
['leers', 0.9009829197274299]
['swag', 0.9009829197274299]
['unwholesome', 0.9009829197274299]
['commingling', 0.9009829197274299]
['emulation', 0.9009829197274299]
['heeled', 0.9009829197274299]
['remusats', 0.9009829197274299]
['dampierre', 0.9009829197274299]
['berlin', 0.9009829197274299]
['wadding', 0.9009829197274299]
['exceptions', 0.9009829197274299]
['resume', 0.9009829197274299]
['warped', 0.9009829197274299]
['immensely', 0.9009829197274299]
['imitate', 0.9009829197274299]
['chel_', 0.9009829197274299]
['presumably', 0.9009829197274299]
['shattering', 0.9009829197274299]
['seven', 0.9009829197274299]
['recuperate', 0.9009829197274299]
['royal', 0.9009829197274299]
['fumes', 0.9009829197274299]
['murderers', 0.9009829197274299]
['corporeal', 0.9009829197274299]
['whisked', 0.9009829197274299]
['coffins', 0.9009829197274299]
['unworn', 0.9009829197274299]
['stiffen', 0.9009829197274299]
['tamerlane', 0.9009829197274299]
['simplon', 0.9009829197274299]
['suspect', 0.9009829197274299]
['bog', 0.9009829197274299]
['departement', 0.9009829197274299]
['lieutenants', 0.9009829197274299]
['vineyard', 0.9009829197274299]
['elizabeth', 0.9009829197274299]
['carnival', 0.9009829197274299]
['gaudy', 0.9009829197274299]
['inefficient', 0.9009829197274299]
['heritage', 0.9009829197274299]
['interior', 0.9009829197274299]
['assault', 0.9009829197274299]
['formulae', 0.9009829197274299]
['get', 0.9009829197274299]
['neckerchief', 0.9009829197274299]
['wonder', 0.9009829197274299]
['label', 0.9009829197274299]
['boundaries', 0.9009829197274299]
['enough', 0.9009829197274299]
['streaming', 0.9009829197274299]
['gauntlet', 0.9009829197274299]
['blasts', 0.9009829197274299]
['capable', 0.9009829197274299]
['ulysses', 0.9009829197274299]
['footing', 0.9009829197274299]
['william', 0.9009829197274299]
['mozaun', 0.9009829197274299]
['founder', 0.9009829197274299]
['crimson', 0.9009829197274299]
['alma', 0.9009829197274299]
['uncharted', 0.9009829197274299]
['sulkily', 0.9009829197274299]
['robinson', 0.9009829197274299]
['coming', 0.9009829197274299]
['battenberg', 0.9009829197274299]
['bosom', 0.9009829197274299]
['catapult', 0.9009829197274299]
['scantily', 0.9009829197274299]
['depending', 0.9009829197274299]
['scrubby', 0.9009829197274299]
['reflections', 0.9009829197274299]
['cholera', 0.9009829197274299]
['lattices', 0.9009829197274299]
['beautifies', 0.9009829197274299]
['interestedly', 0.9009829197274299]
['esprit', 0.9009829197274299]
['pamphlet', 0.9009829197274299]
['expensive', 0.9009829197274299]
['assorted', 0.9009829197274299]
['bristly', 0.9009829197274299]
['knock', 0.9009829197274299]
['maples', 0.9009829197274299]
['absolutely', 0.9009829197274299]
['invite', 0.9009829197274299]
['planet', 0.9009829197274299]
['curs', 0.9009829197274299]
['deprive', 0.9009829197274299]
['later', 0.9009829197274299]
['debbil', 0.9009829197274299]
['defendant', 0.9009829197274299]
['closing', 0.9009829197274299]
['splashin', 0.9009829197274299]
['chasing', 0.9009829197274299]
['slantingly', 0.9009829197274299]
['cider', 0.9009829197274299]
['inculcate', 0.9009829197274299]
['popping', 0.9009829197274299]
['qui', 0.9009829197274299]
['yarn', 0.9009829197274299]
['whoop', 0.9009829197274299]
['bulldog', 0.9009829197274299]
['slopes', 0.9009829197274299]
['swedes', 0.9009829197274299]
['thicken', 0.9009829197274299]
['lolling', 0.9009829197274299]
['sparks', 0.9009829197274299]
['driftin', 0.9009829197274299]
['delusion', 0.9009829197274299]
['diety', 0.9009829197274299]
['builded', 0.9009829197274299]
['success', 0.9009829197274299]
['influences', 0.9009829197274299]
['impositions', 0.9009829197274299]
['ducked', 0.9009829197274299]
['feathery', 0.9009829197274299]
['nail', 0.9009829197274299]
['blur', 0.9009829197274299]
['preserving', 0.9009829197274299]
['jumble', 0.9009829197274299]
['attract', 0.9009829197274299]
['hooking', 0.9009829197274299]
['laid', 0.9009829197274299]
['mastering', 0.9009829197274299]
['reparation', 0.9009829197274299]
['demoiselle', 0.9009829197274299]
['bail', 0.9009829197274299]
['tropic', 0.9009829197274299]
['disturbing', 0.9009829197274299]
['conference', 0.9009829197274299]
['planking', 0.9009829197274299]
['broth', 0.9009829197274299]
['dazzled', 0.9009829197274299]
['prussic', 0.9009829197274299]
['screw', 0.9009829197274299]
['greeted', 0.9009829197274299]
['possessed', 0.9009829197274299]
['ocean', 0.9009829197274299]
['impediment', 0.9009829197274299]
['disponibilite', 0.9009829197274299]
['descending', 0.9009829197274299]
['sponge', 0.9009829197274299]
['lavishly', 0.9009829197274299]
['sunlight', 0.9009829197274299]
['towing', 0.9009829197274299]
['inborn', 0.9009829197274299]
['exalted', 0.9009829197274299]
['clouds', 0.9009829197274299]
['posts', 0.9009829197274299]
['standards', 0.9009829197274299]
['pork', 0.9009829197274299]
['tarried', 0.9009829197274299]
['goes', 0.9009829197274299]
['nursing', 0.9009829197274299]
['digesting', 0.9009829197274299]
['representation', 0.9009829197274299]
['marguerite', 0.9009829197274299]
['platform', 0.9009829197274299]
['farmer', 0.9009829197274299]
['torch', 0.9009829197274299]
['tumultuous', 0.9009829197274299]
['intercourse', 0.9009829197274299]
['pigmy', 0.9009829197274299]
['sciences', 0.9009829197274299]
['proud', 0.9009829197274299]
['pores', 0.9009829197274299]
['dirge', 0.9009829197274299]
['confiseurs', 0.9009829197274299]
['potencies', 0.9009829197274299]
['rumours', 0.9009829197274299]
['period', 0.9009829197274299]
['insist', 0.9009829197274299]
['frenchwomen', 0.9009829197274299]
['cash', 0.9009829197274299]
['injurious', 0.9009829197274299]
['week', 0.9009829197274299]
['vedea', 0.9009829197274299]
['fowls', 0.9009829197274299]
['eureka', 0.9009829197274299]
['relief', 0.9009829197274299]
['bodies', 0.9009829197274299]
['freer', 0.9009829197274299]
['depletion', 0.9009829197274299]
['buddha', 0.9009829197274299]
['freed', 0.9009829197274299]
['alleged', 0.9009829197274299]
['cultured', 0.9009829197274299]
['extermination', 0.9009829197274299]
['grass', 0.9009829197274299]
['glimpse', 0.9009829197274299]
['impudence', 0.9009829197274299]
['sun', 0.9009829197274299]
['horrified', 0.9009829197274299]
['utilisation', 0.9009829197274299]
['materiel', 0.9009829197274299]
['adventure', 0.9009829197274299]
['obstinately', 0.9009829197274299]
['shore', 0.9009829197274299]
['tapper', 0.9009829197274299]
['emmanuel', 0.9009829197274299]
['thirtieth', 0.9009829197274299]
['hydraulic', 0.9009829197274299]
['candour', 0.9009829197274299]
['friday', 0.9009829197274299]
['officiate', 0.9009829197274299]
['king', 0.9009829197274299]
['voucher', 0.9009829197274299]
['wilson', 0.9009829197274299]
['heaped', 0.9009829197274299]
['demon', 0.9009829197274299]
['vivid', 0.9009829197274299]
['bristling', 0.9009829197274299]
['range', 0.9009829197274299]
['fluttering', 0.9009829197274299]
['smitten', 0.9009829197274299]
['posters', 0.9009829197274299]
['theorist', 0.9009829197274299]
['examination', 0.9009829197274299]
['parrots', 0.9009829197274299]
['1887', 0.9009829197274299]
['interpreter', 0.9009829197274299]
